iteration,id,juris,workflow,status,name,global,entity_types
145,628d4134f1e1650a547c8b12,"[{'country': 'Canada', 'name': 'Quebec - Canada', 'region': 'Quebec'}]",['Amendments'],pdf,RE-518 Statuts d'arrangement,True,"['Association', 'Co-Operative', 'Company', 'Corporation', 'Designated Activity Company', 'Estate', 'Fund', 'Partnership', 'General Partnership', 'GmbH', 'Joint Venture', 'Limited Liability Company', 'Limited Liability Limited Partnership', 'Limited Liability Partnership', 'Limited Partnership', 'Not-for-profit Organization', 'Private Limited Company', 'Public Limited Company', 'Registered Limited Liability Company', 'Segregated Portfolio Company', 'Society', 'Sole Proprietorship', 'Syndicate of Co-ownership', 'Trust', 'Unlimited Liability Company', 'Unlimited Liability Corporation']"
146,629794d3e580e553e0140b40,"[{'country': 'Canada', 'name': 'Quebec - Canada', 'region': 'Quebec'}]",['Annual Compliance'],pdf,RE-400 Declaration de mise a jour annuelle ou courante pour une personne morale,True,"['Association', 'Co-Operative', 'Company', 'Corporation', 'Designated Activity Company', 'Estate', 'Fund', 'Partnership', 'General Partnership', 'GmbH', 'Joint Venture', 'Limited Liability Company', 'Limited Liability Limited Partnership', 'Limited Liability Partnership', 'Limited Partnership', 'Not-for-profit Organization', 'Private Limited Company', 'Public Limited Company', 'Registered Limited Liability Company', 'Segregated Portfolio Company', 'Society', 'Sole Proprietorship', 'Syndicate of Co-ownership', 'Trust', 'Unlimited Liability Company', 'Unlimited Liability Corporation']"
147,62979517e580e553e0140bd8,"[{'country': 'Canada', 'name': 'Quebec - Canada', 'region': 'Quebec'}]",['Dissolve'],pdf,RE-512 Declaration de dissolution,True,"['Association', 'Co-Operative', 'Company', 'Corporation', 'Designated Activity Company', 'Estate', 'Fund', 'Partnership', 'General Partnership', 'GmbH', 'Joint Venture', 'Limited Liability Company', 'Limited Liability Limited Partnership', 'Limited Liability Partnership', 'Limited Partnership', 'Not-for-profit Organization', 'Private Limited Company', 'Public Limited Company', 'Registered Limited Liability Company', 'Segregated Portfolio Company', 'Society', 'Sole Proprietorship', 'Syndicate of Co-ownership', 'Trust', 'Unlimited Liability Company', 'Unlimited Liability Corporation']"
148,62979537e580e553e0140c1d,"[{'country': 'Canada', 'name': 'Quebec - Canada', 'region': 'Quebec'}]",['Dissolve'],pdf,RE-600 Declaration de radiation,True,"['Association', 'Co-Operative', 'Company', 'Corporation', 'Designated Activity Company', 'Estate', 'Fund', 'Partnership', 'General Partnership', 'GmbH', 'Joint Venture', 'Limited Liability Company', 'Limited Liability Limited Partnership', 'Limited Liability Partnership', 'Limited Partnership', 'Not-for-profit Organization', 'Private Limited Company', 'Public Limited Company', 'Registered Limited Liability Company', 'Segregated Portfolio Company', 'Society', 'Sole Proprietorship', 'Syndicate of Co-ownership', 'Trust', 'Unlimited Liability Company', 'Unlimited Liability Corporation']"
149,62979566e580e553e0140c99,"[{'country': 'Canada', 'name': 'Quebec - Canada', 'region': 'Quebec'}]",['Formation'],pdf,RE-303 Demande de constitution en personne morale sans but lucratif,True,['Not-for-profit Organization']
150,6297958cd5766352997a0461,"[{'country': 'Canada', 'name': 'Quebec - Canada', 'region': 'Quebec'}]",['Formation'],pdf,RE-305 Demande de constitution en syndicat professionnel,True,['Corporation']
151,629795c1e580e553e0140d24,"[{'country': 'Canada', 'name': 'Quebec - Canada', 'region': 'Quebec'}]",['Dissolve'],pdf,RE-601 Avis de dissolution,True,"['Partnership', 'General Partnership', 'Limited Liability Limited Partnership', 'Limited Liability Partnership', 'Limited Partnership']"
152,629795f0d5766352997a04fc,"[{'country': 'Canada', 'name': 'Quebec - Canada', 'region': 'Quebec'}]",['Dissolve'],pdf,RE-602 Declaration d-intention de dissolution et demande de dissolution,True,['Not-for-profit Organization']
153,6297960fe580e553e0140d9f,"[{'country': 'Canada', 'name': 'Quebec - Canada', 'region': 'Quebec'}]",['Dissolve'],pdf,RE-700 Demande de revocation de radiation,True,['Corporation']
154,62979636e580e553e0140dd7,"[{'country': 'Canada', 'name': 'Quebec - Canada', 'region': 'Quebec'}]",['Dissolve'],pdf,RE-515 Avis d'arret de la liquidation,True,['Corporation']
155,62ddb2844122420a737ffb14,"[{'country': 'Canada', 'name': 'Prince Edward Island - Canada', 'region': 'Prince Edward Island'}]",['Formation'],pdf,Form 7 - Application for Supplementary Letters Patent,True,"['Association', 'Co-Operative', 'Company', 'Corporation', 'Designated Activity Company', 'Estate', 'Fund', 'Partnership', 'General Partnership', 'GmbH', 'Joint Venture', 'Limited Liability Company', 'Limited Liability Limited Partnership', 'Limited Liability Partnership', 'Limited Partnership', 'Not-for-profit Organization', 'Private Limited Company', 'Public Limited Company', 'Registered Limited Liability Company', 'Segregated Portfolio Company', 'Society', 'Sole Proprietorship', 'Syndicate of Co-ownership', 'Trust', 'Unlimited Liability Company', 'Unlimited Liability Corporation']"
156,62ddb2857a3d220a687a9581,"[{'country': 'Canada', 'name': 'Prince Edward Island - Canada', 'region': 'Prince Edward Island'}]",['Annual Compliance'],pdf,Annual Return,True,"['Association', 'Co-Operative', 'Company', 'Corporation', 'Designated Activity Company', 'Estate', 'Fund', 'Partnership', 'General Partnership', 'GmbH', 'Joint Venture', 'Limited Liability Company', 'Limited Liability Limited Partnership', 'Limited Liability Partnership', 'Limited Partnership', 'Not-for-profit Organization', 'Private Limited Company', 'Public Limited Company', 'Registered Limited Liability Company', 'Segregated Portfolio Company', 'Society', 'Sole Proprietorship', 'Syndicate of Co-ownership', 'Trust', 'Unlimited Liability Company', 'Unlimited Liability Corporation']"
157,62ddb284132d500a7a4b4258,"[{'country': 'Canada', 'name': 'Prince Edward Island - Canada', 'region': 'Prince Edward Island'}]",['Formation'],pdf,Application for Registration,True,"['Association', 'Co-Operative', 'Company', 'Corporation', 'Designated Activity Company', 'Estate', 'Fund', 'Partnership', 'General Partnership', 'GmbH', 'Joint Venture', 'Limited Liability Company', 'Limited Liability Limited Partnership', 'Limited Liability Partnership', 'Limited Partnership', 'Not-for-profit Organization', 'Private Limited Company', 'Public Limited Company', 'Registered Limited Liability Company', 'Segregated Portfolio Company', 'Society', 'Sole Proprietorship', 'Syndicate of Co-ownership', 'Trust', 'Unlimited Liability Company', 'Unlimited Liability Corporation']"
158,62ddb2865170b50a72d9694b,"[{'country': 'Canada', 'name': 'Prince Edward Island - Canada', 'region': 'Prince Edward Island'}]",['Change of Company Name'],pdf,Form 5 - Application for Change of Name,True,"['Association', 'Co-Operative', 'Company', 'Corporation', 'Designated Activity Company', 'Estate', 'Fund', 'Partnership', 'General Partnership', 'GmbH', 'Joint Venture', 'Limited Liability Company', 'Limited Liability Limited Partnership', 'Limited Liability Partnership', 'Limited Partnership', 'Not-for-profit Organization', 'Private Limited Company', 'Public Limited Company', 'Registered Limited Liability Company', 'Segregated Portfolio Company', 'Society', 'Sole Proprietorship', 'Syndicate of Co-ownership', 'Trust', 'Unlimited Liability Company', 'Unlimited Liability Corporation']"
159,62ddb92f09d65a0a6164ab45,"[{'country': 'Canada', 'name': 'Canada (Federal)', 'region': 'Canada (Federal)'}]",['Annual Compliance'],pdf,Form 22 - Annual Return,True,"['Association', 'Co-Operative', 'Company', 'Corporation', 'Designated Activity Company', 'Estate', 'Fund', 'Partnership', 'General Partnership', 'GmbH', 'Joint Venture', 'Limited Liability Company', 'Limited Liability Limited Partnership', 'Limited Liability Partnership', 'Limited Partnership', 'Not-for-profit Organization', 'Private Limited Company', 'Public Limited Company', 'Registered Limited Liability Company', 'Segregated Portfolio Company', 'Society', 'Sole Proprietorship', 'Syndicate of Co-ownership', 'Trust', 'Unlimited Liability Company', 'Unlimited Liability Corporation']"
160,62ddb92f5170b50a72d9694f,"[{'country': 'Canada', 'name': 'Canada (Federal)', 'region': 'Canada (Federal)'}]",['Amendments'],pdf,Form 14 - Articles of Reorganization,True,"['Association', 'Co-Operative', 'Company', 'Corporation', 'Designated Activity Company', 'Estate', 'Fund', 'Partnership', 'General Partnership', 'GmbH', 'Joint Venture', 'Limited Liability Company', 'Limited Liability Limited Partnership', 'Limited Liability Partnership', 'Limited Partnership', 'Not-for-profit Organization', 'Private Limited Company', 'Public Limited Company', 'Registered Limited Liability Company', 'Segregated Portfolio Company', 'Society', 'Sole Proprietorship', 'Syndicate of Co-ownership', 'Trust', 'Unlimited Liability Company', 'Unlimited Liability Corporation']"
161,62ddb92fdffcb70a6b72b641,"[{'country': 'Canada', 'name': 'Canada (Federal)', 'region': 'Canada (Federal)'}]","['Continuance', 'Formation', 'Organizational', 'Merge / Amalgamate']",pdf,Form 2 - Initial Registered Office Address and First Board of Directors,True,"['Association', 'Co-Operative', 'Company', 'Corporation', 'Designated Activity Company', 'Estate', 'Fund', 'Partnership', 'General Partnership', 'GmbH', 'Joint Venture', 'Limited Liability Company', 'Limited Liability Limited Partnership', 'Limited Liability Partnership', 'Limited Partnership', 'Not-for-profit Organization', 'Private Limited Company', 'Public Limited Company', 'Registered Limited Liability Company', 'Segregated Portfolio Company', 'Society', 'Sole Proprietorship', 'Syndicate of Co-ownership', 'Trust', 'Unlimited Liability Company', 'Unlimited Liability Corporation']"
162,62ddb93009d65a0a6164ab47,"[{'country': 'Canada', 'name': 'Canada (Federal)', 'region': 'Canada (Federal)'}]",['Dissolve'],pdf,Form 19 - Statement of Intent to Dissolve,True,"['Association', 'Co-Operative', 'Company', 'Corporation', 'Designated Activity Company', 'Estate', 'Fund', 'Partnership', 'General Partnership', 'GmbH', 'Joint Venture', 'Limited Liability Company', 'Limited Liability Limited Partnership', 'Limited Liability Partnership', 'Limited Partnership', 'Not-for-profit Organization', 'Private Limited Company', 'Public Limited Company', 'Registered Limited Liability Company', 'Segregated Portfolio Company', 'Society', 'Sole Proprietorship', 'Syndicate of Co-ownership', 'Trust', 'Unlimited Liability Company', 'Unlimited Liability Corporation']"
163,62ddb9307a3d220a687a9584,"[{'country': 'Canada', 'name': 'Canada (Federal)', 'region': 'Canada (Federal)'}]",['Revival'],pdf,Form 15 - Articles of Revival,True,"['Association', 'Co-Operative', 'Company', 'Corporation', 'Designated Activity Company', 'Estate', 'Fund', 'Partnership', 'General Partnership', 'GmbH', 'Joint Venture', 'Limited Liability Company', 'Limited Liability Limited Partnership', 'Limited Liability Partnership', 'Limited Partnership', 'Not-for-profit Organization', 'Private Limited Company', 'Public Limited Company', 'Registered Limited Liability Company', 'Segregated Portfolio Company', 'Society', 'Sole Proprietorship', 'Syndicate of Co-ownership', 'Trust', 'Unlimited Liability Company', 'Unlimited Liability Corporation']"
164,62ddb930132d500a7a4b425a,"[{'country': 'Canada', 'name': 'Canada (Federal)', 'region': 'Canada (Federal)'}]",['Formation'],pdf,Form 1 - Articles of Incorporation,True,"['Association', 'Co-Operative', 'Company', 'Corporation', 'Designated Activity Company', 'Estate', 'Fund', 'Partnership', 'General Partnership', 'GmbH', 'Joint Venture', 'Limited Liability Company', 'Limited Liability Limited Partnership', 'Limited Liability Partnership', 'Limited Partnership', 'Not-for-profit Organization', 'Private Limited Company', 'Public Limited Company', 'Registered Limited Liability Company', 'Segregated Portfolio Company', 'Society', 'Sole Proprietorship', 'Syndicate of Co-ownership', 'Trust', 'Unlimited Liability Company', 'Unlimited Liability Corporation']"
165,62ddb9304122420a737ffb1a,"[{'country': 'Canada', 'name': 'Canada (Federal)', 'region': 'Canada (Federal)'}]","['Registration Compliance', 'Organizational', 'Registrations', 'Change of Shared Address', 'Shared Addresses']",pdf,Form 3 - Change of Registered Office Address,True,"['Association', 'Co-Operative', 'Company', 'Corporation', 'Designated Activity Company', 'Estate', 'Fund', 'Partnership', 'General Partnership', 'GmbH', 'Joint Venture', 'Limited Liability Company', 'Limited Liability Limited Partnership', 'Limited Liability Partnership', 'Limited Partnership', 'Not-for-profit Organization', 'Private Limited Company', 'Public Limited Company', 'Registered Limited Liability Company', 'Segregated Portfolio Company', 'Society', 'Sole Proprietorship', 'Syndicate of Co-ownership', 'Trust', 'Unlimited Liability Company', 'Unlimited Liability Corporation']"
166,62ddb9305170b50a72d96951,"[{'country': 'Canada', 'name': 'Canada (Federal)', 'region': 'Canada (Federal)'}]",['Dissolve'],pdf,Form 17 - Articles of Dissolution,True,"['Association', 'Co-Operative', 'Company', 'Corporation', 'Designated Activity Company', 'Estate', 'Fund', 'Partnership', 'General Partnership', 'GmbH', 'Joint Venture', 'Limited Liability Company', 'Limited Liability Limited Partnership', 'Limited Liability Partnership', 'Limited Partnership', 'Not-for-profit Organization', 'Private Limited Company', 'Public Limited Company', 'Registered Limited Liability Company', 'Segregated Portfolio Company', 'Society', 'Sole Proprietorship', 'Syndicate of Co-ownership', 'Trust', 'Unlimited Liability Company', 'Unlimited Liability Corporation']"
167,62ddb930dffcb70a6b72b643,"[{'country': 'Canada', 'name': 'Canada (Federal)', 'region': 'Canada (Federal)'}]",['Merge / Amalgamate'],pdf,Form 9 - Articles of Amalgamation,True,"['Association', 'Co-Operative', 'Company', 'Corporation', 'Designated Activity Company', 'Estate', 'Fund', 'Partnership', 'General Partnership', 'GmbH', 'Joint Venture', 'Limited Liability Company', 'Limited Liability Limited Partnership', 'Limited Liability Partnership', 'Limited Partnership', 'Not-for-profit Organization', 'Private Limited Company', 'Public Limited Company', 'Registered Limited Liability Company', 'Segregated Portfolio Company', 'Society', 'Sole Proprietorship', 'Syndicate of Co-ownership', 'Trust', 'Unlimited Liability Company', 'Unlimited Liability Corporation']"
168,62ddb930132d500a7a4b425c,"[{'country': 'Canada', 'name': 'Canada (Federal)', 'region': 'Canada (Federal)'}]",['Dissolve'],pdf,Form 20 - Statement of Revocation of Intent to Dissolve,True,"['Association', 'Co-Operative', 'Company', 'Corporation', 'Designated Activity Company', 'Estate', 'Fund', 'Partnership', 'General Partnership', 'GmbH', 'Joint Venture', 'Limited Liability Company', 'Limited Liability Limited Partnership', 'Limited Liability Partnership', 'Limited Partnership', 'Not-for-profit Organization', 'Private Limited Company', 'Public Limited Company', 'Registered Limited Liability Company', 'Segregated Portfolio Company', 'Society', 'Sole Proprietorship', 'Syndicate of Co-ownership', 'Trust', 'Unlimited Liability Company', 'Unlimited Liability Corporation']"
169,62ddb93024047b0a738219fa,"[{'country': 'Canada', 'name': 'Canada (Federal)', 'region': 'Canada (Federal)'}]","['Amendments', 'Merge / Amalgamate', 'Dissolve']",pdf,Form 14.1 - Articles of Arrangement,True,"['Association', 'Co-Operative', 'Company', 'Corporation', 'Designated Activity Company', 'Estate', 'Fund', 'Partnership', 'General Partnership', 'GmbH', 'Joint Venture', 'Limited Liability Company', 'Limited Liability Limited Partnership', 'Limited Liability Partnership', 'Limited Partnership', 'Not-for-profit Organization', 'Private Limited Company', 'Public Limited Company', 'Registered Limited Liability Company', 'Segregated Portfolio Company', 'Society', 'Sole Proprietorship', 'Syndicate of Co-ownership', 'Trust', 'Unlimited Liability Company', 'Unlimited Liability Corporation']"
170,62ddb9307a3d220a687a9585,"[{'country': 'Canada', 'name': 'Canada (Federal)', 'region': 'Canada (Federal)'}]",['Change of principals'],pdf,Form 6 - Changes regarding directors,True,"['Association', 'Co-Operative', 'Company', 'Corporation', 'Designated Activity Company', 'Estate', 'Fund', 'Partnership', 'General Partnership', 'GmbH', 'Joint Venture', 'Limited Liability Company', 'Limited Liability Limited Partnership', 'Limited Liability Partnership', 'Limited Partnership', 'Not-for-profit Organization', 'Private Limited Company', 'Public Limited Company', 'Registered Limited Liability Company', 'Segregated Portfolio Company', 'Society', 'Sole Proprietorship', 'Syndicate of Co-ownership', 'Trust', 'Unlimited Liability Company', 'Unlimited Liability Corporation']"
171,62ddb92fce01430a6c45d882,"[{'country': 'Canada', 'name': 'Canada (Federal)', 'region': 'Canada (Federal)'}]","['Amendments', 'Change of Company Name', 'Change of Shared Address', 'Change of Profile Address']",pdf,Form 4 - Articles of Amendment,True,"['Association', 'Co-Operative', 'Company', 'Corporation', 'Designated Activity Company', 'Estate', 'Fund', 'Partnership', 'General Partnership', 'GmbH', 'Joint Venture', 'Limited Liability Company', 'Limited Liability Limited Partnership', 'Limited Liability Partnership', 'Limited Partnership', 'Not-for-profit Organization', 'Private Limited Company', 'Public Limited Company', 'Registered Limited Liability Company', 'Segregated Portfolio Company', 'Society', 'Sole Proprietorship', 'Syndicate of Co-ownership', 'Trust', 'Unlimited Liability Company', 'Unlimited Liability Corporation']"
172,62ddb931ce01430a6c45d884,"[{'country': 'Canada', 'name': 'Canada (Federal)', 'region': 'Canada (Federal)'}]",['Continuance'],pdf,Form 11 - Articles of Continuance,True,"['Association', 'Co-Operative', 'Company', 'Corporation', 'Designated Activity Company', 'Estate', 'Fund', 'Partnership', 'General Partnership', 'GmbH', 'Joint Venture', 'Limited Liability Company', 'Limited Liability Limited Partnership', 'Limited Liability Partnership', 'Limited Partnership', 'Not-for-profit Organization', 'Private Limited Company', 'Public Limited Company', 'Registered Limited Liability Company', 'Segregated Portfolio Company', 'Society', 'Sole Proprietorship', 'Syndicate of Co-ownership', 'Trust', 'Unlimited Liability Company', 'Unlimited Liability Corporation']"
173,62ddb931ce01430a6c45d885,"[{'country': 'Canada', 'name': 'Canada (Federal)', 'region': 'Canada (Federal)'}]",['Amendments'],pdf,Form 7 - Restated Articles of Incorporation,True,"['Association', 'Co-Operative', 'Company', 'Corporation', 'Designated Activity Company', 'Estate', 'Fund', 'Partnership', 'General Partnership', 'GmbH', 'Joint Venture', 'Limited Liability Company', 'Limited Liability Limited Partnership', 'Limited Liability Partnership', 'Limited Partnership', 'Not-for-profit Organization', 'Private Limited Company', 'Public Limited Company', 'Registered Limited Liability Company', 'Segregated Portfolio Company', 'Society', 'Sole Proprietorship', 'Syndicate of Co-ownership', 'Trust', 'Unlimited Liability Company', 'Unlimited Liability Corporation']"
174,62fa4e6a7f70160a6f87583d,"[{'country': 'Canada', 'name': 'Prince Edward Island - Canada', 'region': 'Prince Edward Island'}]","['Change of Address', 'Change of Shared Address', 'Change of Profile Address']",pdf,Form 9 - Notice of Change of Registered Office,True,"['Association', 'Co-Operative', 'Company', 'Corporation', 'Designated Activity Company', 'Estate', 'Fund', 'Partnership', 'General Partnership', 'GmbH', 'Joint Venture', 'Limited Liability Company', 'Limited Liability Limited Partnership', 'Limited Liability Partnership', 'Limited Partnership', 'Not-for-profit Organization', 'Private Limited Company', 'Public Limited Company', 'Registered Limited Liability Company', 'Segregated Portfolio Company', 'Society', 'Sole Proprietorship', 'Syndicate of Co-ownership', 'Trust', 'Unlimited Liability Company', 'Unlimited Liability Corporation']"
175,63236481cf041a0a6ee52975,"[{'country': 'Canada', 'name': 'New Brunswick - Canada', 'region': 'New Brunswick'}]",['Formation'],pdf,Form 34 - Election of Anniversary (EP),True,"['Company', 'Corporation']"
176,632364821f166a0a60a8264c,"[{'country': 'Canada', 'name': 'New Brunswick - Canada', 'region': 'New Brunswick'}]",['Change of Company Name'],pdf,Form 32.1 - Notice of Change of Name (EP),True,"['Company', 'Corporation']"
177,632364812c83f00a6acd423f,"[{'country': 'Canada', 'name': 'New Brunswick - Canada', 'region': 'New Brunswick'}]","['Change of Address', 'Change of Shared Address', 'Change of Profile Address']",pdf,Form 46 - Notice of Change of Head Office (NFP),True,['Not-for-profit Organization']
178,632365d15e68df0a6791c81c,"[{'country': 'Canada', 'name': 'Newfoundland and Labrador - Canada', 'region': 'Newfoundland and Labrador'}]",['Registration Compliance'],pdf,Form 24 - Statement of Registration (EP),True,"['Company', 'Corporation']"
179,632365d02c83f00a6acd4257,"[{'country': 'Canada', 'name': 'Newfoundland and Labrador - Canada', 'region': 'Newfoundland and Labrador'}]",['Registration Compliance'],pdf,Form 26 - Power of Attorney (EP),True,"['Company', 'Corporation']"
180,63236b968da1420a636dec46,"[{'country': 'Canada', 'name': 'Nova Scotia - Canada', 'region': 'Nova Scotia'}]",['Formation'],pdf,EP Application for Registration Part 2,True,"['Company', 'Corporation']"
181,63236b965e68df0a6791c87d,"[{'country': 'Canada', 'name': 'Nova Scotia - Canada', 'region': 'Nova Scotia'}]","['Change of principals', 'Registration Compliance', 'Formation', 'Organizational', 'Principals', 'Registrations', 'Merge / Amalgamate', 'Revival']",pdf,Appointment of Recognized Agent,True,"['Association', 'Co-Operative', 'Company', 'Corporation', 'Designated Activity Company', 'Estate', 'Fund', 'Partnership', 'General Partnership', 'GmbH', 'Joint Venture', 'Limited Liability Company', 'Limited Liability Limited Partnership', 'Limited Liability Partnership', 'Limited Partnership', 'Not-for-profit Organization', 'Private Limited Company', 'Public Limited Company', 'Registered Limited Liability Company', 'Segregated Portfolio Company', 'Society', 'Sole Proprietorship', 'Syndicate of Co-ownership', 'Trust', 'Unlimited Liability Company', 'Unlimited Liability Corporation']"
182,63239d88cf041a0a6ee52d96,"[{'country': 'Canada', 'name': 'Nova Scotia - Canada', 'region': 'Nova Scotia'}]",['Formation'],pdf,EP Application for Registration  Part 3,True,"['Company', 'Corporation']"
183,63239d897d24270a598bb3e3,"[{'country': 'Canada', 'name': 'Nova Scotia - Canada', 'region': 'Nova Scotia'}]",['Formation'],pdf,Statutory Declaration,True,"['Company', 'Corporation']"
184,63239d898da1420a636e0e8b,"[{'country': 'Canada', 'name': 'Nova Scotia - Canada', 'region': 'Nova Scotia'}]",['Registration Compliance'],pdf,Statement to be Used for Registration of a Business Name for a Society,True,['Society']
185,63239d891a8d110a63f25b81,"[{'country': 'Canada', 'name': 'Nova Scotia - Canada', 'region': 'Nova Scotia'}]",['Formation'],pdf,EP Application for Registration Part 1,True,"['Company', 'Corporation']"
186,63239fb71a8d110a63f25b8e,"[{'country': 'Canada', 'name': 'Newfoundland and Labrador - Canada', 'region': 'Newfoundland and Labrador'}]","['Registration Compliance', 'Formation', 'Registrations']",pdf,Form 25 - Statutory Declaration,True,"['Company', 'Corporation']"
187,6323a1181f166a0a60a82faa,"[{'country': 'Canada', 'name': 'Newfoundland and Labrador - Canada', 'region': 'Newfoundland and Labrador'}]",['Formation'],pdf,Form 1 - Articles of Incorporation,True,['Corporation']
188,6323a1187d24270a598bb3f8,"[{'country': 'Canada', 'name': 'Newfoundland and Labrador - Canada', 'region': 'Newfoundland and Labrador'}]",['Formation'],pdf,Form 1A - Articles of Incorporation (Without Share Capital),True,['Corporation']
189,63249e042c83f00a6acd5180,"[{'country': 'Canada', 'name': 'New Brunswick - Canada', 'region': 'New Brunswick'}]",['Formation'],pdf,Form 1 - Articles of Incorporation,True,['Corporation']
190,63249e041a8d110a63f28d46,"[{'country': 'Canada', 'name': 'New Brunswick - Canada', 'region': 'New Brunswick'}]","['Registration Compliance', 'Change of Address']",pdf,Form 28 - Notice of Change of Principal Office (EP),True,"['Company', 'Corporation']"
191,63249e045e68df0a6791dcaf,"[{'country': 'Canada', 'name': 'New Brunswick - Canada', 'region': 'New Brunswick'}]","['Registration Compliance', 'Formation']",pdf,Form 5 - LP Power of Attorney (EP),True,"['Partnership', 'Limited Liability Limited Partnership', 'Limited Liability Partnership', 'Limited Partnership']"
192,63249e04fd59ec0a5c4b5712,"[{'country': 'Canada', 'name': 'New Brunswick - Canada', 'region': 'New Brunswick'}]","['Annual Compliance', 'Formation']",pdf,Form 1 - Declaration of Limited Partnership (EN),True,"['Limited Liability Limited Partnership', 'Limited Liability Partnership', 'Limited Partnership']"
193,63249e048da1420a636e3352,"[{'country': 'Canada', 'name': 'New Brunswick - Canada', 'region': 'New Brunswick'}]",['Registration Compliance'],pdf,Form 35 - Application of Reinstatement (EP),True,"['Company', 'Corporation']"
194,63249e047d24270a598bd5e6,"[{'country': 'Canada', 'name': 'New Brunswick - Canada', 'region': 'New Brunswick'}]","['Formation', 'Merge / Amalgamate']",pdf,Form 25.1 - Consent to Act as Attorney (EP),True,"['Company', 'Corporation']"
195,63249e047d24270a598bd5e7,"[{'country': 'Canada', 'name': 'New Brunswick - Canada', 'region': 'New Brunswick'}]","['Registration Compliance', 'Formation']",pdf,Form 26 - Registration Statement (EP),True,"['Company', 'Corporation']"
196,63249e04cf041a0a6ee5581e,"[{'country': 'Canada', 'name': 'New Brunswick - Canada', 'region': 'New Brunswick'}]","['Registration Compliance', 'Formation']",pdf,Form 25 - Appointment of Attorney (EP),True,"['Company', 'Corporation']"
197,63249e041f166a0a60a85c2c,"[{'country': 'Canada', 'name': 'New Brunswick - Canada', 'region': 'New Brunswick'}]","['Registration Compliance', 'Formation']",pdf,Form 5 - Certificate of Business Name or Certificate of Renewal of Business Name,True,"['Association', 'Co-Operative', 'Company', 'Corporation', 'Designated Activity Company', 'Estate', 'Fund', 'Partnership', 'General Partnership', 'GmbH', 'Joint Venture', 'Limited Liability Company', 'Limited Liability Limited Partnership', 'Limited Liability Partnership', 'Limited Partnership', 'Not-for-profit Organization', 'Private Limited Company', 'Public Limited Company', 'Registered Limited Liability Company', 'Segregated Portfolio Company', 'Society', 'Sole Proprietorship', 'Syndicate of Co-ownership', 'Trust', 'Unlimited Liability Company', 'Unlimited Liability Corporation']"
198,6324a1e42c83f00a6acd51dd,"[{'country': 'Canada', 'name': 'New Brunswick - Canada', 'region': 'New Brunswick'}]","['Registration Compliance', 'Formation']",pdf,Form 4 - Declaration of Extra-Provincial Limited Partnership (EP),True,"['Partnership', 'General Partnership', 'Limited Liability Limited Partnership', 'Limited Liability Partnership', 'Limited Partnership']"
199,6324a3868da1420a636e366c,"[{'country': 'Canada', 'name': 'New Brunswick - Canada', 'region': 'New Brunswick'}]","['Change of principals', 'Registration Compliance']",pdf,Form 29 - Notice of Change of Directors (EP),True,"['Company', 'Corporation']"
200,6324a4517d24270a598bded2,"[{'country': 'Canada', 'name': 'New Brunswick - Canada', 'region': 'New Brunswick'}]","['Registration Compliance', 'Registrations']",pdf,Form 33.1 - Annual Return (EP),False,"['Association', 'Co-Operative', 'Company', 'Corporation', 'Designated Activity Company', 'Estate', 'Fund', 'Partnership', 'General Partnership', 'GmbH', 'Joint Venture', 'Limited Liability Company', 'Limited Liability Limited Partnership', 'Limited Liability Partnership', 'Limited Partnership', 'Not-for-profit Organization', 'Private Limited Company', 'Public Limited Company', 'Registered Limited Liability Company', 'Segregated Portfolio Company', 'Society', 'Sole Proprietorship', 'Syndicate of Co-ownership', 'Trust', 'Unlimited Liability Company', 'Unlimited Liability Corporation']"
201,6324a5c97d24270a598bdef9,"[{'country': 'Canada', 'name': 'Newfoundland and Labrador - Canada', 'region': 'Newfoundland and Labrador'}]",['Registration Compliance'],pdf,Form 28 - Annual Return (EP),True,"['Company', 'Corporation']"
202,6324a5c91f166a0a60a85ce5,"[{'country': 'Canada', 'name': 'Newfoundland and Labrador - Canada', 'region': 'Newfoundland and Labrador'}]",['Registration Compliance'],pdf,Form 32 - Notice of Change of Head Office (EP),True,"['Company', 'Corporation']"
203,6324e3898da1420a636e46fb,"[{'country': 'Canada', 'name': 'New Brunswick - Canada', 'region': 'New Brunswick'}]",['Amendments'],pdf,Form 5 - Restated Articles of Incorporation,True,"['Association', 'Co-Operative', 'Company', 'Corporation', 'Designated Activity Company', 'Estate', 'Fund', 'Partnership', 'General Partnership', 'GmbH', 'Joint Venture', 'Limited Liability Company', 'Limited Liability Limited Partnership', 'Limited Liability Partnership', 'Limited Partnership', 'Not-for-profit Organization', 'Private Limited Company', 'Public Limited Company', 'Registered Limited Liability Company', 'Segregated Portfolio Company', 'Society', 'Sole Proprietorship', 'Syndicate of Co-ownership', 'Trust', 'Unlimited Liability Company', 'Unlimited Liability Corporation']"
